Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,NOC Code
Nova Scotia,Primary Agriculture,Forest Hills Farms Ltd,"Great Village,  NS B0M 1L0",General farm workers,Unknown,2,18,8431
Nova Scotia,Primary Agriculture,G & C Hughes Enterprises Limited,"New Ross,  NS B0J 2M0",Nursery and greenhouse workers,Unknown,1,40,8432
Nova Scotia,Primary Agriculture,G.A.R. Tree Farms Ltd,"Barss Corner,  NS B0R 1A0",Nursery and greenhouse workers,Unknown,1,30,8432
Nova Scotia,Primary Agriculture,Gouchers Farm And Market Limited,"Melvern Square,  NS B0P 1R0",General farm workers,Unknown,1,12,8431
Nova Scotia,Primary Agriculture,High Point Orchards Ltd.,"Kentville,  NS B4N 3V7",General farm workers,Unknown,2,13,8431
Nova Scotia,Primary Agriculture,Hilly Acres Farm Ltd.,"Millville,  NS B1Y 2E1",General farm workers,Unknown,1,2,8431
Nova Scotia,Primary Agriculture,Indian Garden Farms,"Hebbville,  NS B4V 9E6",General farm workers,Unknown,1,3,8431
Nova Scotia,Primary Agriculture,J & B Millen Farms Limited,"Great Village,  NS B0M 1L0",Harvesting labourers,Unknown,1,13,8611
Nova Scotia,Primary Agriculture,J & M Reeves Christmas Greens Limited,"New Ross,  NS B0J 2M0",Nursery and greenhouse workers,Unknown,1,18,8432
Nova Scotia,Primary Agriculture,Kilany Farms Ltd.,"Port Williams,  NS B0P 1T0",General farm workers,Unknown,1,4,8431
Nova Scotia,Primary Agriculture,Kimberlee Farms Ltd.,"Woodville,  NS B0P 1G0",General farm workers,Unknown,1,15,8431
Nova Scotia,Primary Agriculture,Lutz Family Farm Ltd,"Berwick,  NS B0P 1E0",General farm workers,Unknown,2,57,8431
Nova Scotia,Primary Agriculture,M. Keddy Farm & Forest Ltd.,"New Ross,  NS B0J 2M0",Nursery and greenhouse workers,Unknown,1,6,8432
Nova Scotia,Primary Agriculture,Meadow Land Farm Limited,"Hardwood Lands,  NS B0N 1Y0","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2,4,8252
Nova Scotia,Primary Agriculture,Melvin Farms Limited,"Canning,  NS B0P 1H0",General farm workers,Unknown,3,33,8431
Nova Scotia,Primary Agriculture,Nazinga Farms Ltd,"Aylesford,  NS B0P 1C0",General farm workers,Unknown,1,16,8431
Nova Scotia,Primary Agriculture,Noggins Corner Farm Ii Ltd.,"Greenwich,  NS B4P 2R2",General farm workers,Unknown,1,37,8431
Nova Scotia,Primary Agriculture,Northern Lights Christmas Tree Farms Ltd.,"Belmont,  NS B0M 1G0",Nursery and greenhouse workers,Unknown,1,3,8432
Nova Scotia,Primary Agriculture,Northridge Farms N.S. Limited,"Aylesford,  NS B0P 1C0",General farm workers,Unknown,1,6,8431
Nova Scotia,Primary Agriculture,Oxford Berry Farm,"Oxford,  NS B0M 1P0",General farm workers,Unknown,1,18,8431
Nova Scotia,Primary Agriculture,Perfect Berries Ltd.,"Berwick,  NS B0P 1E0",General farm workers,Unknown,1,15,8431
Nova Scotia,Primary Agriculture,Randsland Farms Inc,"Canning,  NS B0P 1H0",General farm workers,Unknown,2,22,8431
Nova Scotia,Primary Agriculture,River Breeze Farm Limited,"Upper Onslow,  NS B6L 6Y3",General farm workers,Unknown,1,6,8431
Nova Scotia,Primary Agriculture,Rivermac Farms Limited,"Antigonish,  NS B2G 2K8",General farm workers,Unknown,1,3,8431
Nova Scotia,Primary Agriculture,Rooyakkers Farm Limited,"Princeville,  NS B0E 1L0",General farm workers,Unknown,1,1,8431
Nova Scotia,Primary Agriculture,Sarsfield Farms Incorporated,"Kentville,  NS B4N 3V7",General farm workers,Unknown,1,12,8431
Nova Scotia,Primary Agriculture,Spurr Brothers Farms Ltd,"Melvern Square,  NS B0P 1R0",General farm workers,Unknown,2,6,8431
Nova Scotia,Primary Agriculture,Stirling Fruit Farms (2000) Ltd,"Greenwich,  NS B4P 2R2",General farm workers,Unknown,1,1,8431
Nova Scotia,Primary Agriculture,T. E. Boyle Farm & Forestry Limited,"Antigonish County,  NS B0H 1A0",General farm workers,Unknown,1,4,8431
Nova Scotia,Primary Agriculture,Thiessen Farm Ltd.,"Grafton,  NS B0P 1V0",General farm workers,Unknown,1,10,8431
Nova Scotia,Primary Agriculture,Van Meekeren Farms Ltd.,"Lakeville,  NS B4N 3V7",Harvesting labourers,Unknown,1,1,8611
Nova Scotia,Primary Agriculture,Vermeulen Farms Limited,"Canning,  NS B0P 1H0",General farm workers,Unknown,1,50,8431
Nova Scotia,Primary Agriculture,Vermeulen Farms Limited,"Canning,  NS B0P 1H0",Harvesting labourers,Unknown,1,60,8611
Nova Scotia,Primary Agriculture,Vital Berry Farms,"Sheffield Mills,  NS B0P 1J0",General farm workers,Unknown,2,21,8431
Nova Scotia,Primary Agriculture,Vital Berry Farms,"Sheffield Mills,  NS B0P 1J0",Harvesting labourers,Unknown,1,30,8611
Nova Scotia,Primary Agriculture,Walsh Farms Inc,"Rockland,  NS B0P 1E0",General farm workers,Corporation,1,4,8431
Nova Scotia,Primary Agriculture,Webster Farms Limited,"Cambridge,  NS B0P 1G0",General farm workers,Unknown,1,24,8431
Nova Scotia,Primary Agriculture,West Ridge Estates Vineyard,"Oxford,  NS B0M 1P0",General farm workers,Unknown,1,2,8431
Nova Scotia,Primary Agriculture,Wildroot Farm Limited,"Waterville,  NS B0P 1V0",General farm workers,Unknown,1,18,8431
New Brunswick,Global Talent Stream,Av Group Nb Inc.,"Nackawic,  NB E6G 1W4",Electrical and electronics engineers,Corporation,1,1,2133
New Brunswick,Global Talent Stream,Beumer Group Canada Corporation,"Fredericton,  NB E3B 5A6",Electrical and electronics engineering technologists and technicians,Unknown,1,1,2241
New Brunswick,Global Talent Stream,Beumer Group Canada Corporation,"Fredericton,  NB E3B 5A6",Computer network technicians,Unknown,1,1,2281
New Brunswick,High Wage,11919644 Canada Inc,"Dieppe,  NB E1A 4Z2",Delivery and courier service drivers,Unknown,1,6,7514
New Brunswick,High Wage,704119 Nb Ltd.,"Fredericton,  NB E3A 1C5",Shippers and receivers,Unknown,1,1,1521
New Brunswick,High Wage,729136 Nb Inc,"Fredericton,  NB E3B 1E6",Cooks,Unknown,1,4,6322
New Brunswick,High Wage,730303 New Brunswick Inc.,"Dieppe,  NB E1A 4X5",Administrative officers,Unknown,1,1,1221
New Brunswick,High Wage,Ayr Motor Express Inc,"Woodstock,  NB E7M 4G2",Transport truck drivers,Unknown,1,10,7511
New Brunswick,High Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac,  NB E9A 1V6","Supervisors, food, beverage and associated products processing",Unknown,1,1,9213
New Brunswick,High Wage,Birch Hill Construction Ltd.,"Moncton,  NB E1C 9T2",Welders and related machine operators,Unknown,1,2,7237
New Brunswick,High Wage,Birch Hill Construction Ltd.,"Moncton,  NB E1C 9T2",Heavy-duty equipment mechanics,Unknown,1,1,7312
New Brunswick,High Wage,Birch Hill Construction Ltd.,"Moncton,  NB E1C 9T2",Heavy equipment operators (except crane),Unknown,3,7,7521
New Brunswick,High Wage,C & H Enterprises Inc.,"Fredericton,  NB E3B 1C2",Cooks,Unknown,1,2,6322
New Brunswick,High Wage,C & H Eurolevel Transportation Inc,"Woodstock,  NB E7M 2T5",Transport truck drivers,Unknown,1,1,7511
New Brunswick,High Wage,Canada Road Transport Inc,"Dieppe,  NB E1A 9E5",Transport truck drivers,Unknown,1,2,7511
New Brunswick,High Wage,Causerie Amical,"Cocagne,  NB E4R 2J5",Elementary and secondary school teacher assistants,Unknown,1,1,4413
New Brunswick,High Wage,Covered Bridge Potato Chips,"Waterville,  NB E7P 0A5","Supervisors, food, beverage and associated products processing",Unknown,1,1,9213
New Brunswick,High Wage,Downey Ford Sales Ltd,"Saint John,  NB E2J 4Z7","Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,7321
New Brunswick,High Wage,Eyecare Centre Nb (Dieppe),"Dieppe,  NB E1A 9T8",Specialist physicians,Unknown,1,1,3111
New Brunswick,High Wage,Hampton Inn & Suites By Hilton Saint John,"Saint John,  NB E2J 0A7",Cleaning supervisors,Unknown,1,1,6315
New Brunswick,High Wage,Horizon Health Network,"Miramichi,  NB E1V 3G5",Specialist physicians,Unknown,1,1,3111
New Brunswick,High Wage,Jps Trucking Ltd,"Northampton,  NB E7N 1E4",Transport truck drivers,Unknown,1,6,7511
New Brunswick,High Wage,Juniper Organics Limited,"Saint John,  NB E2L 4Z2",General farm workers,Unknown,1,5,8431
New Brunswick,High Wage,Lcl Excavation (2006) Inc,"Charlo,  NB E8E 2W8",Concrete finishers,Unknown,1,2,7282
New Brunswick,High Wage,Lcl Excavation (2006) Inc,"Charlo,  NB E8E 2W8",Heavy equipment operators (except crane),Unknown,1,2,7521
New Brunswick,High Wage,Lookbooks Media (Canada) Ulc,"Fredericton,  NB E3A 5L3",Computer programmers and interactive media developers,Unknown,1,1,2174
New Brunswick,High Wage,Mckenzie Learning Systems Inc.,"Moncton,  NB E1C 5Y6",College and other vocational instructors,Unknown,1,1,4021
New Brunswick,High Wage,Mo Motors Inc.,"Woodstock,  NB E7M 5G5",Transport truck drivers,Unknown,1,2,7511
New Brunswick,High Wage,Remiks Restaurants,"Moncton,  NB E1H 2G9",Restaurant and food service managers,Unknown,1,1,0631
New Brunswick,High Wage,Saboo Consultancy Ltd,"Saint John,  NB E2K 2B4",Professional occupations in business management consulting,Unknown,1,1,1122
New Brunswick,High Wage,Shreeji Petroleum Corporation,"Nigadoo,  NB E8K 3M2",Retail and wholesale trade managers,Unknown,1,1,0621
New Brunswick,High Wage,Stewart Transfer Ltd,"Perth-Andover,  NB E7H 5G3",Transport truck drivers,Unknown,1,6,7511
New Brunswick,High Wage,University Of New Brunswick,"Fredericton,  NB E3B 5A3",Post-secondary teaching and research assistants,Unknown,1,1,4012
New Brunswick,Low Wage,1919600 Ontario Limited,"Fredericton,  NB E3B 3X8",Food service supervisors,Unknown,1,1,6311
New Brunswick,Low Wage,665606 Nb Inc.,"Moncton,  NB E1A 5L1",Restaurant and food service managers,Unknown,1,1,0631
New Brunswick,Low Wage,665606 Nb Inc.,"Moncton,  NB E1A 5L1",Cooks,Unknown,1,2,6322
New Brunswick,Low Wage,669929 Nb Ltd,"Rothesay,  NB E2E 5K8",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,671348 N.B. Inc.,"Moncton,  NB E1C 1E3",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,679283 Nb Inc.,"Riverview,  NB E1B 0J6",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,687735 Nb Inc,"Beresford,  NB E8K 1A1",Executive housekeepers,Unknown,1,1,6312
New Brunswick,Low Wage,687735 Nb Inc,"Beresford,  NB E8K 1A1",Food and beverage servers,Unknown,1,1,6513
New Brunswick,Low Wage,689773 Nb Ltd.,"Oromocto,  NB E2V 4R3",Food service supervisors,Unknown,1,1,6311
New Brunswick,Low Wage,690045 Nb Inc.,"Saint John,  NB E2L 2H8",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,695716 Nb Ltd,"Oromocto,  NB E2V 2H5",Food service supervisors,Unknown,1,1,6311
New Brunswick,Low Wage,700827 Nb Inc.,"Fredericton,  NB E3B 1B2",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,701664 Nb Inc,"Dieppe,  NB E1A 1P2",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,720048 Nb Inc,"Saint John,  NB E2M 5T5",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,723856 Nb Ltd,"Saint John,  NB E2K 2X5","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
New Brunswick,Low Wage,725531 Nb Ltd.,"Saint John,  NB E2K 1W2",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,A Bite Of Beijing Restaurant Inc.,"Fredericton,  NB E3B 1E9",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,A Whale Of A Cafe Inc.,"Saint John,  NB E2L 2H8",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,Adrice Cormier Ltd.,"Cap-Pele,  NB E4N 1J2",Labourers in fish and seafood processing,Unknown,1,7,9618
New Brunswick,Low Wage,Amco Fisheries Ltd,"Cap-Pelé,  NB E4N 3B3",Fish and seafood plant workers,Unknown,1,3,9463
New Brunswick,Low Wage,Atlantic Roll Forming Inc.,"Berry Mills,  NB E1G 0V3",Material handlers,Unknown,1,1,7452
New Brunswick,Low Wage,Autumn Lee Retirement Home Ii,"Moncton,  NB E1G 1B1","Home support workers, housekeepers and related occupations",Unknown,1,1,4412
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac,  NB E9A 1V6",Receptionists,Unknown,1,2,1414
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac,  NB E9A 1V6","Janitors, caretakers and building superintendents",Unknown,1,6,6733
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac,  NB E9A 1V6",Fish and seafood plant workers,Unknown,1,102,9463
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac,  NB E9A 1V6","Testers and graders, food, beverage and associated products processing",Unknown,1,14,9465
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac,  NB E9A 1V6",Labourers in fish and seafood processing,Unknown,1,40,9618
New Brunswick,Low Wage,Big Lobster Seafood Incorporated,"Grand Manan,  NB E5G 1M5",Fish and seafood plant workers,Unknown,1,6,9463
New Brunswick,Low Wage,Blue Olive Inc.,"Dieppe,  NB E1A 6W8",Chefs,Unknown,1,1,6321
New Brunswick,Low Wage,Cap Pele Bait Inc,"Cap-Pele,  NB E4N 1Z7",Fish and seafood plant workers,Unknown,2,62,9463
New Brunswick,Low Wage,Carleton Manor Inc.,"Woodstock,  NB E7M 5G6","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
New Brunswick,Low Wage,Classic Burger Group Inc.,"Moncton,  NB E1C 1E9",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,Connors Bros. Division Of Clover Leaf Seafoods Corp.,"Blacks Harbour,  NB E5H 1G6",Fish and seafood plant workers,Unknown,1,12,9463
New Brunswick,Low Wage,Custom Ston Masonry Inc,"Grand Barachois,  NB E4P 8Z7",Construction trades helpers and labourers,Unknown,1,4,7611
New Brunswick,Low Wage,Delhi Street Restaurant Inc.,"Saint John,  NB E2J 3W9",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,Dr Hugues Degrace Corp. Prof. Inc,"Lameque,  NB E8T 1M4",Dental assistants,Unknown,1,1,3411
New Brunswick,Low Wage,Duguay Fish Packers Ltd,"Cap-Pele,  NB E4N 1K9",Labourers in fish and seafood processing,Unknown,2,8,9618
New Brunswick,Low Wage,Elphege & Norbert Leblanc Ltd,"Petit Cap,  NB E4N 2E8",Fish and seafood plant workers,Unknown,2,17,9463
New Brunswick,Low Wage,Empire Investissements Inc,"Tracadie-Sheila, , NB E1X 0E1",Storekeepers and partspersons,Unknown,1,1,1522
New Brunswick,Low Wage,Flyhigh Development Canada Inc.,"Lincoln,  NB E3B 7E6",Accounting technicians and bookkeepers,Unknown,1,1,1311
New Brunswick,Low Wage,Fmi Atlantic Inc.,"Woodstock,  NB E7M 5G5",Restaurant and food service managers,Unknown,3,3,0631
New Brunswick,Low Wage,Fmi Atlantic Inc.,"Woodstock,  NB E7M 5G5",Food service supervisors,Unknown,12,12,6311
New Brunswick,Low Wage,Fmi Atlantic Inc.,"Woodstock,  NB E7M 5G5","Food counter attendants, kitchen helpers and related support occupations",Unknown,8,11,6711
New Brunswick,Low Wage,Fmi Better Bread Company Inc,"Woodstock,  NB E7M 5G5",Food service supervisors,Unknown,1,1,6311
New Brunswick,Low Wage,Fmi National Inc,"Woodstock,  NB E7M 5G5",Food service supervisors,Unknown,3,4,6311
New Brunswick,Low Wage,Fresh Casual Restaurants Inc. Dieppe,"Dieppe,  NB E1A 1N3",Food service supervisors,Unknown,1,2,6311
New Brunswick,Low Wage,G.Y. Enterprise Inc.,"Dieppe,  NB E1A 1P2",Food service supervisors,Unknown,1,1,6311
New Brunswick,Low Wage,Gable Enterprises Ltd.,"Norton,  NB E5T 1X3",Other wood products assemblers and inspectors,Unknown,1,5,9533
New Brunswick,Low Wage,Groupe Construction Britt-Can Construction Group Inc.,"Miramichi,  NB E1V 5Z5",Concrete finishers,Unknown,1,1,7282
New Brunswick,Low Wage,Huitres Aquador Inc.,"Aldouane,  NB E4W 5L9",Aquaculture and marine harvest labourers,Unknown,1,2,8613
New Brunswick,Low Wage,J & S Atlanko Ltd,"Woodstock,  NB E7M 4M7",Light duty cleaners,Unknown,1,1,6731
New Brunswick,Low Wage,Jl Framing And Siding Inc,"Grand Barachois,  NB E4P 8Z7",Construction trades helpers and labourers,Unknown,1,6,7611
New Brunswick,Low Wage,Jnb Restaurants Inc.,"Oak Bay,  NB E3L 3W7",Retail sales supervisors,Unknown,1,1,6211
New Brunswick,Low Wage,L&L Concrete Foundation Ltd,"Grand-Barachois,  NB E4P 9E4",Construction trades helpers and labourers,Unknown,1,25,7611
New Brunswick,Low Wage,La Bonne Route (1993) Inc.,"Lavillette,  NB E9G 2R4",Cashiers,Unknown,1,1,6611
New Brunswick,Low Wage,La Bonne Route (1993) Inc.,"Lavillette,  NB E9G 2R4",Service station attendants,Unknown,1,1,6621
New Brunswick,Low Wage,La Bonne Route (1993) Inc.,"Lavillette,  NB E9G 2R4","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
New Brunswick,Low Wage,Lawn Care Extra Ordinaire,"Fredericton,  NB E3C 2L9",Landscaping and grounds maintenance labourers,Unknown,1,1,8612
New Brunswick,Low Wage,Laxmi Vishram Food Inc.,"Miramichi,  NB E1N 3B7","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
New Brunswick,Low Wage,Leslie Leger & Sons Ltd,"Cap Pele,  NB E4N 3B3",Fish and seafood plant workers,Unknown,1,70,9463
New Brunswick,Low Wage,M Leblanc Lawn Care & Landscaping,"Grand Barachois,  NB E4P 8H9",Landscaping and grounds maintenance labourers,Unknown,1,2,8612
New Brunswick,Low Wage,Manawa Holdings Ltd. O/A Tim Hortons,"Bathurst,  NB E2A 4P4","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,6,6711
New Brunswick,Low Wage,Maple Leaf Homes Inc,"Fredericton,  NB E3B 7K3",Other wood products assemblers and inspectors,Unknown,1,40,9533
New Brunswick,Low Wage,Mike'S Insulation Ltd.,"Dieppe,  NB E1A 5M1",Construction trades helpers and labourers,Unknown,1,8,7611
New Brunswick,Low Wage,"Noca Canadian Seafood Buyer, Inc.","Grande-Digue Nb,  NB E4R 4H7",Fish and seafood plant workers,Unknown,1,210,9463
New Brunswick,Low Wage,"Noca Canadian Seafood Buyer, Inc.","Grande-Digue Nb,  NB E4R 4H7",Labourers in fish and seafood processing,Unknown,1,25,9618
New Brunswick,Low Wage,"Opc Canada, Inc.","Centreville,  NB E7K 2M4","Labourers in food, beverage and associated products processing",Unknown,1,1,9617
New Brunswick,Low Wage,Pêcheries Bas-Caraquet Fisheries Inc.,"Bas-Caraquet,  NB E1W 5Z2",Fish and seafood plant workers,Unknown,1,22,9463
New Brunswick,Low Wage,Pêcheries Bas-Caraquet Fisheries Inc.,"Bas-Caraquet,  NB E1W 5Z2",Labourers in fish and seafood processing,Unknown,1,10,9618
New Brunswick,Low Wage,Petit-Cap Fisheries Ltd.,"Petit-Cap,  NB E4N 2J6",Labourers in fish and seafood processing,Unknown,2,9,9618
New Brunswick,Low Wage,Point Queen Fisheries Ltd.,"L'Etete,  NB E5C 2R6","Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2,6331
New Brunswick,Low Wage,Poissonnerie Du Creek Ltée,"Pokemouche,  NB E8P 1J8",Fish and seafood plant workers,Unknown,1,1,9463
New Brunswick,Low Wage,Poissonnerie Leger Fisheries Ltee/Ltd,"Trois-Ruisseaux,  NB E4N 2V7",Fish and seafood plant workers,Unknown,1,4,9463
New Brunswick,Low Wage,Premiere Plumbing & Heating Ltd.,"Dieppe,  NB E1A 1R5",Construction trades helpers and labourers,Unknown,1,4,7611
New Brunswick,Low Wage,Provincial Bandag Tires Ltée,"Edmundston,  NB E3V 1G6","Other labourers in processing, manufacturing and utilities",Unknown,1,2,9619
New Brunswick,Low Wage,Red Lantern Tavern Limited,"Fredericton,  NB E3A 1C8",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,Remco Construction Inc,"Grand-Barachois,  NB E4P 8Z7",Construction trades helpers and labourers,Unknown,1,10,7611
New Brunswick,Low Wage,Residence Collette Residence Inc.,"Moncton,  NB E1C 5X1","Home support workers, housekeepers and related occupations",Unknown,1,1,4412
New Brunswick,Low Wage,Restaurant Big Bowl Ltd.,"Moncton,  NB E1A 7Y1",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,Resto La Bonne Assiette,"Ste-Anne De Madawaska,  NB E7E 1B5",Cooks,Unknown,1,1,6322
New Brunswick,Low Wage,Sai Krishna Food Services Corporation,"Dieppe,  NB E1A 9S5",Cooks,Unknown,1,2,6322
New Brunswick,Low Wage,Springwater Campgrounds(2022) Inc,"Four Falls,  NB E3Z 2H3",Administrative assistants,Unknown,1,1,1241
New Brunswick,Low Wage,Thaddee & Alverie Fisheries Ltd,"Petit-Cap,  NB E4N 2G7",Labourers in fish and seafood processing,Unknown,1,5,9618
New Brunswick,Low Wage,Thankful Too Seafood,"Alma,  NB E4H 1K4",Cooks,Unknown,1,3,6322
New Brunswick,Low Wage,Thankful Too Seafood,"Alma,  NB E4H 1K4",Food and beverage servers,Unknown,1,1,6513
New Brunswick,Low Wage,Thankful Too Seafood,"Alma,  NB E4H 1K4",Light duty cleaners,Unknown,1,1,6731
New Brunswick,Low Wage,Thankful Too Seafood,"Alma,  NB E4H 1K4",Labourers in fish and seafood processing,Unknown,1,2,9618
New Brunswick,Low Wage,Tomotachi Sushi Inc,"Fredericton,  NB E3B 5H5",Cooks,Unknown,1,2,6322
New Brunswick,Low Wage,Uncle Mayn'S Convenience Ltd,"St. George,  NB E5C 3V1",Food service supervisors,Unknown,1,2,6311
New Brunswick,Low Wage,V Nails & Beauty Inc.,"Dieppe,  NB E1A 1P1","Estheticians, electrologists and related occupations",Unknown,1,3,6562
